,,NV250-SV PR,,,,,,,,,,,,,,
"CE・CCC品
（三相電源）",C,NV32-CVF,,,− − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − −,− − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − −,− − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − ● ● ●,− − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − ● ● ● ● ● ● ● − − −,,− − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − − −,,●（注2）,●（注2）,●（自己宣言）（注2）,● ● ● − − − ● ● ● ● ● ●,●（注2）
,,NV63-CVF CE,,,,,,,,,,,,●（自己宣言）,,
,,NV125-CVF CE,,,,,,,,,●（125A除く）,,,●（自己宣言）,,
,S,"NV32-SVF CE, NV63-SVF CE",,,,,,,,,●,,,●（自己宣言）,,
,,NV125-SVF CE,,,,,,,,,●（125A除く）,,● ● ● ● ● ●,●（自己宣言）,,
,C,"NV63-CV CE, NV125-CV CE",,,,,,,,,"●
（125A除く）",,,●（自己宣言）,,
,,NV250-CV CE,,,,,,,,,−,,,●（自己宣言）,,
,,"NV400-CW CE, NV630-CW CE",,,,,,,,,−,,●（自己宣言）,●（自己宣言）,●（NV400-CWのみ）,
,S,"NV32-SV CE, NV63-SV CE",,,,,,,,,●,,●（自己宣言）,●（自己宣言）,,
,,NV125-SV CE,,,,,,,,,●（125A除く）,,●（自己宣言）,●（自己宣言）,,
,,NV250-SV CE,,,,,,,,,−,,●,●（自己宣言）,,
,,"NV400-SW CE, NV630-SW CE
NV800-SEW CE",,,,,,,,,− ●,,●（自己宣言）,●（自己宣言）,,
,H,NV63-HV CE,,,,,,,,,,● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● −,●（自己宣言）,●（自己宣言）,,△ ● △ ● − ● − − − ● − − − − ● ● △ ● ● ● ● △ △ ●
,,NV125-HV CE,,,,,,,,,●（125A除く）,,●（自己宣言）,●（自己宣言）,,
,,NV250-HV CE,,,,,,,,,−,,●（自己宣言）,●（自己宣言）,● ● ● − ● ● ● ● − ● ● ● ●,
"UL
ブレーカ","UL 489
Listed",NV100-SRU,,,,,,,,,,,,●（自己宣言）,,
,,NV100-HRU,,,,,,,,,,,,●（自己宣言）,,
,,NV50-SVFU,,,,,,,,,● ● ● ●,,,●（自己宣言）,,
,,NV100-CVFU,,,,,,,,,,,,●（自己宣言）,,
,,"NV125-SVU, NV125-HVU",,,,,,,,,●（125A除く）,,,●（自己宣言）,,
,,"NV250-CVU, NV250-SVU, NV250-HVU",,,,,,,,,,,● ● ● ● ● ● ● ● ● ●,●（自己宣言）,,
,,"NV400-SWU, NV400-HWU",,,,,,,,,,,,●（自己宣言）,"（NV400-SWUのみ）
●",
,"UL 1077
Recognized","NV30-FAU, NV50-FAU",,,,,,,,,− − ● ● ●,,,●（自己宣言）,,
,,"NV50-FHU, NV100-FHU",,,,,,,,,,,,●（自己宣言）,● ● −,
,,"NV-L22AMU, NV-L22TZU 
NV-L22TYU",,,,,,,,,,,,●（自己宣言）,,
